Age,Credit_Score,Annual_Mileage,Vehicle_Ownership,Vehicle_Year,Speeding_Violations,Claim
24,781,24160,0,2022,9,1
69,689,6596,0,2010,1,0
21,624,21863,0,2021,7,1
25,368,24696,1,2003,8,1
37,747,27540,0,2023,2,1
46,827,15155,1,2001,8,1
68,464,12919,0,2006,5,1
62,787,28128,1,2018,5,1
63,725,15334,1,2013,6,1
27,564,25282,0,2018,4,1
60,641,19628,1,2006,5,0
51,577,7072,0,2011,0,1
43,738,14487,0,2002,2,0
58,456,10624,0,2014,8,1
66,721,5938,1,2004,4,0
20,550,13176,1,2007,4,1
23,829,5761,1,2013,7,1
22,626,28638,1,2003,1,1
22,396,17941,0,2006,6,1
64,812,6669,1,2006,8,1
40,515,12128,0,2017,6,1
66,431,25246,0,2013,4,1
26,559,24069,1,2007,5,1
52,424,17091,1,2011,3,1
37,381,28018,0,2009,6,1
66,582,23315,1,2013,0,1
59,358,12308,0,2008,3,1
52,843,25323,1,2005,2,1
67,460,6126,1,2004,3,1
35,583,11021,0,2000,0,1
34,405,11437,0,2000,1,1
41,404,12039,0,2019,8,1
20,738,26757,1,2016,6,1
49,527,22587,1,2010,5,1
52,617,9135,1,2011,1,0
55,763,20111,0,2002,0,1
30,771,16964,0,2005,1,0
64,355,13711,1,2010,6,1
42,312,12904,0,2012,1,1
26,739,7283,1,2010,2,0
21,317,25942,0,2007,7,1
31,412,26731,1,2009,6,1
54,528,29251,1,2001,8,1
51,470,27328,1,2023,3,1
28,594,7477,0,2013,6,1
58,488,8093,0,2015,0,1
20,725,29918,1,2016,1,1
45,378,12207,1,2010,6,1
46,481,14394,1,2001,1,1
26,798,19841,1,2023,5,0
20,370,11227,1,2022,9,1
42,547,18280,1,2004,8,1
51,445,8535,0,2015,4,1
29,595,28388,0,2015,9,1
59,769,15582,0,2001,6,1
26,805,7913,0,2015,0,0
32,492,7340,1,2004,7,1
57,367,10289,1,2007,8,1
42,793,5597,1,2019,4,0
22,351,20025,0,2013,5,1
28,662,12145,0,2009,7,1
51,773,7902,1,2022,3,0
41,820,28029,0,2001,1,1
32,730,13955,0,2002,9,1
55,597,12694,1,2017,7,1
25,734,9830,1,2020,1,0
22,497,28930,1,2001,4,1
65,427,28752,0,2020,5,1
43,831,14834,1,2008,4,0
35,710,15489,1,2001,5,0
23,364,20768,1,2006,5,1
54,540,15364,0,2006,2,1
65,668,7160,0,2013,2,0
30,835,18268,1,2004,8,1
45,683,27262,1,2007,2,1
22,730,29047,0,2022,2,1
30,382,25133,0,2021,1,1
34,585,19485,1,2017,6,1
67,833,7922,0,2005,9,1
57,758,27870,1,2013,9,1
62,511,29496,1,2017,3,1
49,425,8804,0,2016,0,1
46,712,26262,1,2008,5,1
68,798,7368,1,2012,4,0
20,724,20157,0,2015,1,1
57,842,13093,1,2020,5,0
51,457,8932,0,2009,0,1
57,411,16552,1,2009,2,1
44,701,10608,1,2003,3,0
30,421,28019,0,2011,2,1
62,572,17899,0,2007,5,1
50,593,27779,0,2014,3,1
23,697,27485,0,2020,0,1
41,770,14292,0,2022,4,0
36,506,14862,0,2018,4,1
33,409,10531,1,2014,8,1
57,739,15412,0,2007,7,1
45,577,26354,1,2007,7,1
50,781,11344,0,2018,4,0
65,413,29792,1,2008,7,1
58,776,21759,1,2023,9,1
30,620,12887,0,2016,6,1
60,478,22993,1,2007,0,1
62,518,21158,1,2011,6,1
42,827,24323,1,2014,7,1
59,791,25446,0,2003,2,1
53,360,22997,0,2005,8,1
44,353,27962,1,2015,7,1
55,837,29235,0,2004,1,1
24,364,8679,0,2022,5,1
22,470,12540,1,2012,3,1
60,572,14488,1,2014,2,1
62,834,12074,0,2016,5,0
68,690,8996,0,2021,9,1
48,626,26170,0,2019,8,1
40,407,10695,1,2021,1,1
59,461,28382,0,2004,9,1
27,751,19235,0,2018,9,1
49,505,7366,0,2006,9,1
60,315,19164,1,2002,4,1
47,626,11764,1,2012,5,0
56,301,20527,1,2013,3,1
48,309,21292,0,2015,6,1
35,733,6614,0,2012,1,0
53,424,25939,1,2001,6,1
19,380,19396,0,2013,1,1
31,784,23800,0,2019,0,1
30,449,28672,0,2006,4,1
46,639,28246,1,2004,1,1
29,428,25037,0,2013,7,1
56,737,28023,0,2008,7,1
19,800,21880,1,2009,0,1
49,357,21888,0,2006,3,1
30,497,29083,1,2013,8,1
63,510,10733,0,2013,4,1
44,344,29439,1,2001,9,1
66,396,8216,1,2016,5,1
58,578,27072,0,2019,2,1
34,834,9364,0,2003,4,0
57,709,17269,1,2012,0,0
48,760,27426,0,2017,7,1
51,690,22861,1,2002,5,1
41,343,18829,0,2018,1,1
62,326,9960,0,2004,3,1
52,396,23781,0,2000,3,1
65,847,13301,0,2008,8,1
23,518,13841,1,2023,8,1
36,484,27578,1,2007,4,1
47,368,28954,0,2002,2,1
24,429,12730,0,2001,0,1
27,633,22883,0,2000,5,1
58,453,28619,0,2011,7,1
49,846,21979,0,2021,0,1
51,378,5978,1,2012,0,1
45,712,5730,1,2009,6,1
32,845,5056,0,2016,6,1
47,468,7243,1,2010,1,1
54,814,27263,1,2004,2,1
46,613,6701,0,2008,1,0
39,331,28613,1,2012,5,1
21,586,22670,1,2019,7,1
37,342,13303,1,2022,7,1
49,300,20100,1,2010,0,1
53,569,17998,0,2022,8,1
67,479,14393,1,2003,7,1
21,817,5947,1,2020,8,1
44,402,25505,1,2010,8,1
34,309,11553,0,2008,5,1
29,389,5757,1,2006,2,1
39,525,19866,1,2015,0,1
34,425,16580,1,2022,7,1
27,508,10651,0,2022,9,1
18,396,12273,0,2004,2,1
39,373,15033,0,2005,6,1
43,490,8535,0,2018,9,1
35,355,23677,0,2000,5,1
67,331,22488,1,2015,2,1
31,826,13853,0,2017,5,0
64,583,5908,1,2023,2,1
46,793,27923,0,2012,8,1
29,486,9617,0,2000,0,1
53,797,15048,0,2009,7,1
52,741,28453,1,2006,4,1
69,429,7311,1,2004,3,1
29,591,21020,1,2012,0,1
24,413,22173,0,2021,8,1
46,498,18585,0,2015,8,1
28,312,19017,0,2023,4,1
50,570,21555,0,2019,8,1
23,514,17552,0,2021,9,1
64,743,29373,0,2013,8,1
32,811,18337,1,2010,6,1
49,746,6885,1,2018,7,1
68,373,6049,0,2022,0,1
28,836,25513,1,2001,3,1
40,400,15503,1,2007,9,1
43,475,6161,1,2012,9,1
51,726,5815,0,2006,3,0
63,416,8766,0,2011,8,1
51,465,26045,0,2007,2,1
46,340,8239,0,2015,9,1
21,728,18942,1,2017,9,1
34,643,13272,0,2018,0,0
52,723,24188,0,2003,4,1
30,665,29415,0,2011,6,1
58,419,5869,1,2015,3,1
56,528,10526,1,2020,8,1
32,429,12741,1,2021,5,1
46,651,9694,1,2016,5,0
46,617,6934,1,2003,2,0
28,636,26556,0,2019,9,1
69,572,22087,1,2023,9,1
49,416,21318,1,2023,4,1
19,667,23907,0,2021,9,1
64,393,24023,0,2023,5,1
31,467,11159,0,2008,3,1
37,640,20719,1,2004,2,1
39,451,25293,0,2016,4,1
28,573,17993,1,2016,6,1
44,795,18813,0,2001,5,0
20,400,6164,1,2001,1,1
34,381,5619,1,2020,0,1
61,828,12982,1,2022,4,0
45,372,8066,1,2006,4,1
46,313,26256,0,2003,5,1
38,732,13638,0,2012,2,0
64,456,7337,1,2019,0,1
33,431,29784,0,2010,3,1
54,637,10594,1,2002,3,0
37,703,7460,0,2001,9,1
23,675,11820,0,2015,1,0
36,406,26930,1,2002,7,1
22,564,8442,1,2023,5,1
20,504,21191,0,2014,2,1
18,378,24095,1,2016,0,1
55,454,21326,0,2015,2,1
32,546,15529,0,2019,7,1
51,830,22675,0,2006,3,1
52,837,15390,1,2015,2,0
66,453,19030,1,2004,3,1
42,453,10374,0,2001,3,1
41,391,18142,1,2000,1,1
29,732,24039,1,2021,3,1
35,637,17204,0,2012,8,1
32,779,27897,1,2015,3,1
61,430,12394,1,2004,0,1
33,749,22088,0,2002,0,1
44,572,5825,1,2014,0,1
25,476,14196,0,2015,4,1
63,348,16652,1,2010,5,1
42,654,21760,1,2018,5,1
34,607,5972,0,2017,5,0
46,345,25597,0,2020,8,1
25,601,16268,1,2008,0,0
32,707,5443,0,2007,9,1
44,488,28903,0,2021,5,1
63,428,5754,1,2018,7,1
67,836,21023,0,2021,7,1
69,565,26119,1,2004,2,1
24,417,15363,1,2016,4,1
20,763,15897,0,2004,9,1
46,443,10396,1,2013,3,1
61,741,8465,0,2006,0,0
41,499,7711,1,2008,8,1
20,456,23791,0,2016,4,1
37,786,26972,0,2002,1,1
63,433,27488,1,2007,1,1
32,447,10747,0,2021,6,1
42,635,23107,0,2012,3,1
47,370,28608,0,2015,0,1
31,532,6919,1,2020,4,1
24,633,22302,1,2009,1,1
34,389,18473,0,2017,6,1
61,633,25599,0,2002,8,1
37,498,21965,1,2011,0,1
53,460,19235,1,2015,1,1
26,837,20710,1,2017,5,1
55,420,19434,0,2016,7,1
65,600,18478,1,2006,6,1
39,735,8881,0,2018,8,1
19,367,25293,1,2022,1,1
41,758,6999,0,2022,8,1
25,813,19849,1,2007,3,0
28,697,15903,0,2016,2,0
30,585,21784,1,2020,6,1
34,439,19700,1,2006,4,1
25,581,25032,0,2000,4,1
38,756,10445,1,2007,1,0
35,386,7628,1,2018,5,1
47,378,23040,1,2019,5,1
35,504,22004,1,2019,3,1
63,636,5246,0,2009,4,0
64,553,10212,0,2011,6,1
48,603,8339,1,2023,7,1
55,679,28142,0,2000,5,1
49,429,28470,0,2023,4,1
28,575,24394,0,2020,2,1
62,482,26103,0,2003,6,1
42,567,7368,0,2003,7,1
50,621,17186,1,2008,2,0
55,811,6839,0,2014,4,0
58,377,24287,1,2023,1,1
25,638,11205,0,2014,9,1
28,808,9395,1,2006,9,1
39,537,20290,1,2011,3,1
68,433,27151,1,2002,3,1
41,491,8691,0,2019,7,1
58,655,12470,0,2008,2,0
34,577,8841,1,2013,4,1
29,317,9348,1,2012,4,1
63,823,28005,0,2023,1,1
49,479,22776,0,2011,8,1
32,422,11060,1,2000,3,1
33,545,25639,0,2018,8,1
39,672,20525,0,2015,8,1
45,350,9300,0,2011,1,1
37,370,8338,0,2009,8,1
50,779,10487,0,2001,8,1
27,318,8514,0,2017,1,1
57,383,22143,1,2012,5,1
49,454,16280,1,2023,8,1
67,656,15307,1,2005,3,0
50,742,14915,1,2011,1,0
19,368,16158,1,2021,6,1
50,822,13621,1,2003,8,1
50,442,15547,0,2000,5,1
58,491,28177,0,2010,3,1
30,686,18485,1,2022,0,0
47,677,7459,1,2007,3,0
50,834,10273,1,2001,2,0
30,592,23102,0,2001,6,1
69,308,14457,0,2015,9,1
43,570,10423,0,2000,4,1
39,686,22692,0,2003,2,1
56,392,22434,1,2005,1,1
19,828,10479,1,2020,1,0
55,453,20419,1,2019,4,1
56,704,7249,1,2013,7,1
43,448,7809,0,2019,7,1
63,566,7921,0,2014,4,1
67,721,9676,1,2006,1,0
32,771,25425,0,2006,3,1
51,846,7417,0,2017,6,1
59,825,21916,0,2022,5,1
61,802,18463,0,2001,9,1
66,313,13167,1,2019,6,1
57,663,6469,0,2014,4,0
28,418,12292,1,2000,1,1
20,537,28526,0,2020,7,1
23,845,27384,0,2016,1,1
26,468,28465,1,2019,7,1
23,821,26033,1,2012,6,1
26,815,11931,0,2011,2,0
56,696,24808,0,2023,3,1
48,405,6091,1,2021,6,1
49,384,21363,0,2014,3,1
58,513,29233,0,2023,8,1
67,420,26038,1,2004,6,1
29,431,5260,0,2006,0,1
25,496,15456,0,2007,0,1
25,318,27320,0,2022,3,1
67,311,18435,0,2013,8,1
45,380,14377,0,2003,3,1
37,629,20813,1,2020,4,1
64,691,25754,0,2013,0,1
24,606,9301,1,2009,1,0
28,566,12207,1,2021,3,1
37,746,27203,0,2015,3,1
33,740,21476,1,2010,9,1
21,301,26545,0,2021,5,1
23,819,29016,1,2013,5,1
39,608,27592,1,2013,7,1
43,821,13556,1,2001,8,1
20,768,26300,0,2021,0,1
58,511,18795,1,2012,0,1
59,411,25102,1,2002,5,1
31,307,11125,1,2017,3,1
28,776,6924,0,2021,3,0
35,759,24479,0,2003,0,1
29,552,11683,1,2020,8,1
40,825,26565,1,2020,2,1
29,737,23922,1,2018,4,1
30,535,23660,1,2015,9,1
42,605,18331,0,2003,0,0
62,777,29578,0,2018,7,1
68,319,14945,0,2022,2,1
36,515,22294,1,2014,0,1
63,434,5306,0,2000,9,1
53,428,27959,1,2015,5,1
62,709,9231,1,2014,0,0
25,721,11028,1,2015,2,0
46,593,17207,0,2021,4,1
49,545,11658,1,2019,3,1
68,385,11336,0,2000,6,1
61,674,18896,1,2016,5,0
35,745,14630,0,2004,2,0
23,677,22256,1,2004,7,1
35,689,6141,0,2006,7,1
36,350,22049,1,2012,1,1
39,541,13400,0,2011,6,1
54,593,5951,1,2003,0,1
49,565,14249,1,2003,1,1
58,419,17936,1,2022,7,1
20,547,19455,0,2020,0,1
45,369,9722,1,2020,1,1
27,356,17812,1,2005,0,1
68,681,9008,1,2023,4,0
52,338,15060,0,2014,6,1
46,742,18056,1,2020,5,0
32,317,11655,1,2018,5,1
50,651,27574,0,2005,5,1
24,597,22155,1,2011,7,1
29,582,18027,0,2013,4,1
66,409,9030,1,2017,9,1
47,479,29243,0,2011,6,1
38,843,5521,0,2023,2,0
48,324,24739,0,2023,8,1
41,356,6400,1,2014,9,1
37,479,16930,1,2018,2,1
54,531,8723,0,2007,5,1
21,642,11579,1,2008,2,0
45,776,24631,1,2004,0,1
61,754,23242,0,2004,0,1
37,531,9781,0,2005,2,1
41,588,25448,0,2022,3,1
67,512,17873,0,2002,1,1
66,557,23782,1,2004,8,1
68,829,21526,1,2000,7,1
49,528,26446,1,2010,2,1
58,525,16043,1,2020,6,1
53,734,24853,1,2019,3,1
51,701,21375,1,2000,4,1
53,387,25079,0,2006,3,1
19,841,22101,1,2014,8,1
32,608,5642,1,2016,6,1
51,642,23932,1,2007,3,1
53,735,16885,0,2001,7,1
23,476,29945,0,2012,1,1
56,438,25034,1,2011,6,1
59,493,12549,0,2004,0,1
68,485,18397,0,2012,7,1
68,517,20074,1,2005,5,1
29,463,18771,1,2014,4,1
20,460,5949,1,2022,8,1
62,824,26828,0,2021,8,1
35,341,21905,0,2020,2,1
57,509,28016,1,2021,8,1
38,574,27432,0,2010,8,1
32,578,19732,0,2003,1,1
50,550,21738,0,2000,4,1
52,609,22866,1,2014,1,1
43,439,14839,1,2011,0,1
25,845,17823,1,2008,6,1
53,829,28378,1,2010,3,1
65,356,23599,1,2004,4,1
47,411,26100,0,2023,3,1
40,304,27205,0,2006,5,1
59,709,23921,0,2007,1,1
61,713,19690,0,2000,7,1
31,481,11339,0,2000,3,1
31,312,15956,0,2002,7,1
19,638,26303,1,2007,2,1
54,558,28459,1,2010,4,1
22,389,8765,0,2000,2,1
55,549,28466,1,2013,6,1
62,554,7827,0,2000,2,1
58,407,7058,0,2005,7,1
64,784,29133,1,2020,8,1
31,557,16519,1,2005,1,1
56,581,5730,0,2002,2,1
42,387,6832,1,2009,6,1
37,503,13600,0,2011,4,1
19,315,27889,0,2009,9,1
56,450,20618,0,2021,6,1
23,553,12170,0,2001,1,1
34,487,9179,0,2023,3,1
42,628,11299,1,2021,0,0
45,843,12830,0,2012,4,0
19,696,16439,1,2015,7,1
52,816,9802,0,2012,0,0
54,758,27441,1,2003,6,1
22,629,11615,0,2003,6,1
18,468,11762,1,2010,6,1
57,665,10543,0,2022,0,0
29,477,29709,0,2013,2,1
53,661,9883,1,2002,1,0
62,339,28434,1,2018,4,1
40,715,26343,1,2021,1,1
64,654,20739,1,2000,4,1
48,554,5666,1,2004,4,1
28,442,5276,1,2016,3,1
27,310,19063,0,2000,6,1
20,325,5881,0,2018,9,1
31,720,7060,0,2018,5,0
33,520,19677,1,2003,1,1
27,795,23466,1,2018,3,1
46,536,11702,1,2005,6,1
27,536,14429,0,2014,8,1
29,518,20853,1,2003,8,1
47,786,5158,0,2023,2,0
58,760,20996,1,2000,0,1
18,443,10229,1,2023,8,1
22,488,12956,1,2016,7,1
37,554,28898,0,2010,6,1
25,367,29187,1,2016,5,1
60,635,17566,0,2022,9,1
29,708,7526,1,2000,6,1
18,599,29686,1,2008,8,1
37,656,12803,1,2013,5,0
45,555,11574,1,2014,9,1
60,652,13733,0,2023,2,0
54,820,22522,1,2000,2,1
64,823,12257,0,2001,3,0
54,583,8283,1,2017,9,1
29,611,20909,1,2017,9,1
54,398,29146,1,2005,7,1
66,496,16802,0,2019,9,1
66,781,12896,1,2007,8,1
61,525,23803,0,2000,7,1
45,664,18526,0,2014,9,1
64,667,23140,1,2009,1,1
32,374,16278,0,2003,3,1
23,341,18242,1,2009,3,1
61,721,23690,0,2010,1,1
37,480,29014,0,2004,7,1
67,844,27647,0,2008,2,1
31,370,26392,0,2004,1,1
19,404,26631,1,2010,6,1
26,499,7570,0,2002,0,1
54,400,27191,1,2003,5,1
37,606,29196,0,2009,2,1
43,676,5324,1,2006,2,0
46,698,28871,1,2000,4,1
18,520,14721,0,2005,2,1
52,481,10645,0,2007,3,1
23,606,23329,1,2016,2,1
54,821,19404,0,2023,6,1
22,695,9486,0,2006,2,0
50,303,7430,0,2000,9,1
66,580,24894,0,2008,3,1
68,514,22229,0,2010,1,1
31,719,18156,0,2018,1,0
29,400,5567,0,2001,8,1
59,820,7179,0,2022,0,0
37,608,7019,0,2010,0,0
67,809,20919,1,2002,9,1
41,362,24703,0,2016,0,1
60,525,23704,0,2009,2,1
51,404,23030,0,2002,1,1
42,724,8909,0,2021,2,0
67,554,13015,0,2002,4,1
46,728,8420,1,2020,8,1
56,733,19885,1,2006,1,0
48,506,21740,0,2001,0,1
64,327,12485,1,2000,5,1
60,635,24465,0,2006,2,1
67,368,23664,0,2019,6,1
40,812,9131,1,2010,5,0
61,466,15652,1,2022,6,1
55,667,26507,1,2005,4,1
37,550,19379,1,2022,0,1
40,469,19903,1,2003,2,1
62,389,20913,0,2018,2,1
69,745,28806,0,2020,6,1
33,593,24171,0,2018,2,1
67,449,25593,1,2013,4,1
59,431,27924,0,2002,3,1
25,732,14470,1,2003,3,0
67,358,21849,0,2007,6,1
38,498,16540,1,2017,0,1
18,514,22871,1,2003,6,1
25,771,26326,0,2010,7,1
46,546,9597,0,2015,2,1
49,681,9536,0,2002,2,0
55,538,21709,0,2006,3,1
22,666,14957,1,2001,5,0
64,467,9162,0,2000,6,1
39,350,5303,1,2000,0,1
64,679,10067,0,2005,3,0
51,773,10024,0,2018,6,1
18,379,12715,0,2006,1,1
43,666,29724,0,2023,0,1
60,760,16226,0,2004,0,0
27,838,7631,1,2020,9,1
47,751,27775,0,2017,5,1
67,763,18412,1,2023,4,0
35,777,20037,0,2012,0,1
34,719,29671,1,2000,9,1
43,513,16647,0,2009,2,1
25,668,17569,0,2008,6,1
64,413,7369,0,2016,8,1
57,802,16659,1,2000,8,1
66,610,5528,1,2000,5,0
29,768,15502,0,2006,2,0
44,343,9675,0,2003,0,1
25,714,23047,0,2022,2,1
42,545,24748,1,2020,9,1
63,383,7341,0,2011,1,1
21,506,18919,1,2015,4,1
50,450,19730,0,2013,7,1
18,827,28040,1,2022,4,1
36,464,20256,1,2009,0,1
48,444,9905,1,2013,2,1
33,336,20539,0,2006,4,1
31,632,20255,1,2003,6,1
65,702,13884,0,2001,4,0
22,713,14143,1,2023,9,1
58,344,10950,0,2017,4,1
43,701,6360,1,2015,6,1
45,505,10127,1,2008,7,1
19,361,26946,0,2004,7,1
67,719,19252,0,2008,6,1
23,767,13730,1,2007,2,0
26,318,27161,1,2023,1,1
50,664,8925,0,2019,0,0
58,599,13463,1,2015,5,1
42,306,29385,1,2019,8,1
65,727,22412,0,2017,2,1
30,416,27402,0,2003,4,1
26,806,6242,0,2015,8,1
30,845,13784,1,2003,8,1
48,624,28503,1,2005,6,1
58,354,14797,1,2002,3,1
28,341,25594,0,2017,1,1
21,596,11406,1,2014,1,1
51,530,24761,0,2007,3,1
55,752,18965,0,2017,0,0
63,693,18733,1,2023,3,0
21,821,25455,0,2022,5,1
55,657,22824,1,2002,5,1
36,743,8626,0,2005,6,1
23,427,15074,0,2021,4,1
51,704,21568,0,2020,8,1
35,691,26380,1,2023,1,1
30,492,29796,0,2014,1,1
58,377,13031,1,2011,3,1
40,384,26947,0,2004,3,1
36,329,8188,0,2006,3,1
62,348,7945,0,2021,0,1
28,444,11765,1,2014,3,1
18,368,23858,1,2006,4,1
41,357,28171,1,2012,8,1
24,778,15807,1,2002,2,0
42,744,15204,1,2022,2,0
38,595,14352,0,2012,4,1
32,470,9599,0,2002,9,1
18,446,27658,1,2001,5,1
29,783,9313,1,2022,2,0
24,605,7218,1,2003,0,0
32,745,18786,1,2016,9,1
38,520,22536,0,2005,7,1
36,677,5056,1,2010,0,0
46,565,17533,1,2005,1,1
42,394,5143,1,2021,2,1
50,561,12218,1,2001,5,1
66,370,13559,0,2016,3,1
49,518,27745,0,2002,3,1
66,832,5615,1,2011,8,1
52,391,13062,0,2013,5,1
61,426,16520,0,2001,1,1
55,379,10977,1,2021,6,1
43,537,16419,1,2021,2,1
28,671,14780,0,2004,8,1
52,785,15681,0,2009,5,0
25,324,11984,0,2009,7,1
63,455,9971,0,2020,0,1
31,816,27165,0,2008,1,1
27,829,5944,1,2020,5,0
19,356,14114,0,2012,2,1
63,318,12078,0,2009,0,1
26,683,23130,0,2005,5,1
20,492,17312,0,2010,4,1
38,536,10783,0,2003,8,1
43,686,14751,0,2013,5,0
25,725,11907,0,2016,4,0
65,576,24310,0,2019,0,1
19,526,22473,1,2001,0,1
23,622,7957,1,2009,0,0
45,452,23996,0,2002,6,1
46,536,11047,1,2006,5,1
43,354,11249,1,2006,4,1
42,735,21347,1,2000,3,1
29,408,8759,1,2007,7,1
22,483,29102,1,2022,7,1
51,667,9263,1,2000,4,0
65,497,15281,0,2007,3,1
54,670,6902,0,2013,1,0
32,672,7567,1,2013,6,1
61,796,15190,0,2001,4,0
53,500,13075,1,2007,2,1
32,808,7994,0,2018,8,1
60,621,10229,0,2009,8,1
65,574,7010,0,2006,9,1
40,510,12377,1,2012,7,1
23,803,18036,0,2021,0,0
63,417,22214,0,2020,2,1
67,341,5048,1,2014,1,1
61,614,9210,1,2010,3,0
60,628,22562,0,2013,1,1
62,316,27152,1,2010,7,1
38,582,19838,0,2001,0,1
40,557,21038,0,2001,3,1
60,318,12878,1,2011,4,1
33,828,21454,1,2014,9,1
64,722,20347,0,2016,3,1
32,765,29070,1,2013,7,1
42,672,12879,0,2015,1,0
53,380,26839,1,2007,8,1
28,847,29642,1,2023,1,1
68,723,26996,1,2016,1,1
32,728,27153,1,2004,1,1
21,687,23161,1,2011,9,1
38,503,18254,0,2005,7,1
30,495,12380,0,2017,2,1
39,584,7228,0,2004,9,1
36,495,14814,1,2005,9,1
51,606,13888,0,2008,7,1
31,313,28130,0,2014,6,1
21,445,11391,1,2009,9,1
65,356,14429,1,2016,3,1
69,509,23790,1,2018,6,1
63,828,29824,0,2011,7,1
44,643,5637,0,2008,5,0
46,578,29474,1,2014,5,1
64,508,22333,0,2013,2,1
45,634,15096,0,2000,4,0
52,587,8587,1,2016,9,1
25,551,6111,0,2000,1,1
33,564,13367,1,2022,4,1
59,570,5722,0,2020,4,1
53,718,25226,1,2021,6,1
47,510,25058,0,2012,3,1
35,664,9866,0,2007,5,0
19,375,15139,1,2012,8,1
66,620,22086,1,2015,3,1
30,732,7128,1,2001,5,0
21,408,14118,1,2012,8,1
43,821,25617,0,2017,9,1
42,346,7517,1,2002,0,1
47,678,22533,1,2012,7,1
28,395,19228,1,2018,0,1
24,402,19179,1,2012,3,1
48,445,23262,1,2018,2,1
61,326,14675,0,2003,3,1
27,829,5309,1,2018,6,1
56,381,8952,1,2017,8,1
30,727,29112,1,2005,8,1
48,778,24433,0,2018,9,1
24,461,27150,0,2003,0,1
66,701,18871,0,2003,9,1
59,807,14692,1,2023,0,0
59,337,27796,1,2006,8,1
53,810,26249,0,2006,3,1
37,692,5015,0,2022,2,0
21,793,21989,1,2015,8,1
24,499,21005,1,2015,4,1
18,554,26292,1,2004,5,1
61,478,29390,0,2014,0,1
62,846,19278,1,2022,0,0
59,688,19817,1,2003,6,1
64,697,14759,0,2023,9,1
30,457,20664,0,2012,7,1
39,303,11412,0,2018,7,1
38,466,29989,1,2006,6,1
39,767,25504,0,2011,8,1
45,708,15196,0,2008,0,0
26,711,13507,1,2016,1,0
43,503,26050,1,2001,2,1
26,493,9820,0,2015,4,1
32,534,12835,1,2006,3,1
27,449,6849,0,2017,3,1
41,458,18587,1,2006,7,1
59,578,6953,1,2000,7,1
25,703,29964,0,2002,6,1
41,610,24153,0,2020,0,1
33,367,17731,0,2010,9,1
66,762,24430,1,2021,3,1
43,387,28978,0,2014,0,1
44,516,11840,1,2002,4,1
54,300,10066,1,2023,2,1
21,434,7415,0,2012,2,1
67,650,7389,1,2003,3,0
41,439,27308,1,2022,1,1
36,432,21211,0,2021,6,1
53,477,29879,1,2007,3,1
56,657,5763,1,2021,4,0
27,679,28925,0,2003,1,1
42,749,22199,0,2017,5,1
35,762,11255,1,2006,8,1
36,407,22261,1,2010,7,1
53,421,12173,1,2003,7,1
27,316,28457,1,2012,1,1
50,495,26182,0,2008,3,1
67,626,28373,1,2008,7,1
22,617,26423,1,2022,0,1
64,778,15518,1,2020,7,1
66,551,15252,1,2018,2,1
52,802,17447,0,2002,7,1
61,418,20089,1,2011,5,1
51,797,27708,0,2010,6,1
50,785,14395,0,2019,1,0
38,344,17067,0,2010,0,1
34,613,24207,0,2016,5,1
39,478,10287,0,2020,2,1
65,717,24669,1,2013,3,1
54,377,18461,0,2015,8,1
32,625,18402,0,2023,2,0
52,656,12433,0,2009,1,0
45,715,27558,1,2003,1,1
24,814,16284,0,2009,1,0
49,513,9826,1,2019,5,1
28,373,8664,0,2011,1,1
27,808,15528,0,2008,6,1
26,631,5497,1,2014,6,1
31,392,12641,1,2008,6,1
30,818,9643,1,2006,1,0
42,568,10056,0,2023,6,1
19,675,5131,1,2011,9,1
52,303,10443,1,2019,7,1
24,437,22241,1,2023,7,1
38,530,18443,1,2013,1,1
35,828,13712,1,2021,4,0
20,351,13221,0,2015,5,1
59,624,20660,1,2018,8,1
56,576,11147,0,2022,5,1
58,835,16588,1,2002,9,1
66,785,9604,1,2010,5,0
28,815,14452,0,2022,9,1
56,451,22942,0,2020,9,1
41,782,21399,0,2019,5,1
63,558,8605,0,2018,8,1
36,623,18284,1,2007,9,1
21,467,6607,0,2019,6,1
43,609,27319,1,2007,0,1
55,778,16709,1,2002,0,0
59,355,7016,1,2009,3,1
49,772,8574,0,2012,1,0
56,595,18541,0,2008,2,1
62,760,12274,0,2005,6,1
63,623,14935,1,2014,6,1
53,440,20748,0,2015,2,1
57,561,25175,0,2004,1,1
54,719,11406,1,2020,0,0
50,540,16826,0,2012,8,1
53,654,22472,1,2018,9,1
20,479,6361,0,2001,2,1
26,365,9473,0,2005,8,1
25,647,26678,0,2000,3,1
50,470,28490,0,2014,9,1
23,773,12319,0,2014,5,0
58,833,13667,1,2013,6,1
56,666,14481,0,2006,9,1
21,406,13520,0,2004,5,1
30,738,22570,0,2019,0,1
66,526,24798,0,2015,5,1
19,743,26870,0,2016,5,1
22,741,8536,0,2010,4,0
61,695,6773,0,2014,2,0
44,383,15255,1,2019,9,1
49,312,26799,1,2015,2,1
38,792,7558,0,2002,9,1
25,567,27291,1,2005,6,1
55,824,10079,0,2020,7,1
25,419,28108,1,2022,2,1
67,652,26804,0,2012,2,1
20,356,19341,0,2000,6,1
61,339,24675,1,2020,9,1
20,635,14981,0,2013,6,1
39,472,8524,1,2001,8,1
23,846,24888,0,2001,5,1
19,558,13998,0,2014,6,1
